City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
305,Alberton,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
306,Lexington,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
307,Ephrata,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
308,Kushmurun,KZ,73.26,clear sky,46.844,74.9804,Family
309,Liverpool,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
310,Jieshi,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
311,Morrope,PE,72.82,clear sky,-7.8447,-79.1469,Balihai Bungalows
312,Leua,AO,71.6,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
313,Kuandian,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
314,Mangan,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
315,Lahaina,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
316,Cabra,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
317,Pangnirtung,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
318,Bac Lieu,VN,79.95,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
319,Fare,PF,73.96,few clouds,-23.1203,-134.9692,People ThankYou
320,Lagos,PT,73.81,clear sky,37.7167,-25.4333,Pestana Bahia Praia
321,Tawkar,SD,80.42,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
322,Elizabeth City,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
